attendance_percentage,academic_score,indiscipline_count,online_engagement_score,dropout
100.0,7.48,0.01,55.01,0
50.25,7.81,0.34,89.8,0
95.49,2.95,0.74,38.37,1
72.08,6.4,1.01,74.63,0
68.25,7.62,0.56,86.24,0
100.0,6.36,0.76,55.35,0
100.0,8.75,1.31,55.27,0
100.0,7.51,0.16,59.2,1
73.38,2.37,4.96,48.37,0
37.98,5.33,0.94,100.0,0
100.0,8.58,0.11,88.68,0
75.02,8.2,1.58,73.55,0
76.42,6.7,4.8,73.25,0
78.78,6.0,0.4,81.1,0
100.0,5.92,2.01,92.46,0
60.42,6.52,5.11,72.88,0
77.86,3.52,0.55,79.51,1
80.82,8.05,2.58,15.93,0
71.59,8.17,0.75,40.83,0
0.0,4.27,1.78,100.0,0
77.0,7.59,0.09,47.3,0
76.86,8.34,2.41,81.99,0
73.74,7.47,6.0,61.98,0
87.19,7.06,0.93,65.14,0
75.72,5.05,3.4,73.38,0
75.61,4.4,0.16,59.27,0
100.0,8.9,0.06,99.61,0
80.09,4.47,2.23,83.69,0
95.25,7.68,2.17,42.96,0
75.59,6.63,10.0,56.4,1
52.67,4.69,1.13,100.0,0
55.58,5.12,2.2,87.06,1
100.0,7.31,0.19,33.14,0
100.0,6.54,2.72,95.28,1
76.11,7.37,0.59,83.99,0
95.07,9.03,0.14,84.34,0
59.38,5.52,1.19,100.0,0
63.79,6.15,4.56,81.38,0
74.7,5.34,1.2,77.41,0
55.55,7.43,2.65,56.54,1
64.56,5.01,0.13,82.75,0
71.51,4.01,0.57,84.19,0
68.04,1.99,0.41,78.96,0
79.35,6.63,7.65,38.88,0
100.0,7.62,2.69,95.13,0
43.41,6.91,2.72,23.42,0
82.46,6.84,0.36,38.74,0
80.65,5.05,3.13,80.39,0
53.97,4.54,4.41,100.0,0
44.9,4.48,1.54,100.0,1
86.35,8.49,4.4,93.8,0
34.23,4.39,5.4,79.2,1
56.76,7.02,0.69,76.84,0
55.06,4.39,1.27,91.19,0
49.67,8.83,1.45,20.91,0
100.0,6.37,0.22,77.28,1
89.02,4.67,0.18,100.0,0
52.51,6.66,1.7,70.36,0
90.01,6.39,2.54,87.61,1
100.0,10.0,6.33,85.99,0
100.0,8.49,0.78,32.37,0
100.0,5.04,4.96,100.0,0
77.98,8.25,3.03,53.47,0
77.79,6.61,0.71,49.36,0
82.65,8.52,0.87,73.03,0
79.63,7.33,3.53,87.95,0
80.48,7.96,1.02,64.06,0
56.98,5.05,1.5,81.33,0
52.59,6.97,0.78,100.0,0
86.04,3.87,0.56,100.0,0
94.3,8.63,6.37,100.0,0
98.98,8.25,0.53,44.86,0
76.66,6.49,1.89,53.9,0
100.0,8.29,0.7,100.0,0
75.23,6.56,7.14,56.88,1
63.76,9.82,0.75,86.05,0
63.43,10.0,0.73,52.97,0
64.25,5.46,2.53,54.88,0
57.46,6.08,1.52,72.61,0
63.23,9.74,0.96,71.38,0
100.0,6.05,3.57,54.82,0
79.69,5.49,0.96,30.74,0
91.08,6.64,1.81,100.0,0
78.38,4.83,1.89,92.72,0
52.47,7.8,1.04,71.73,0
75.65,3.4,1.86,79.05,0
90.02,2.72,3.05,84.96,0
100.0,5.25,0.98,81.06,0
69.54,1.04,3.88,14.29,1
83.82,1.38,2.74,62.66,0
50.0,3.28,3.16,70.55,0
90.36,4.62,1.58,100.0,0
78.17,8.49,1.88,74.24,0
66.81,9.61,1.59,81.53,1
100.0,9.59,3.0,100.0,0
100.0,6.44,4.56,28.52,1
75.09,5.51,3.26,27.62,0
93.5,4.67,1.88,92.69,0
67.56,3.25,2.15,100.0,0
80.12,5.8,2.55,45.96,0
44.57,5.02,0.52,83.04,1
75.5,6.47,0.42,40.58,0
52.09,8.3,3.38,62.1,0
91.19,4.61,2.81,70.14,0
86.81,9.12,1.29,52.41,0
66.13,9.24,8.01,100.0,0
90.08,7.95,2.23,67.69,0
42.64,6.14,0.86,58.07,0
76.2,8.15,1.01,100.0,0
63.8,4.74,7.44,64.93,0
82.56,6.11,10.0,59.48,0
24.52,5.51,1.86,87.96,0
87.7,7.12,0.32,61.0,0
34.59,6.78,1.1,46.93,0
88.3,6.58,0.99,65.93,0
86.65,3.84,0.14,100.0,0
100.0,5.3,0.79,10.73,0
74.33,6.27,4.41,49.48,0
81.48,7.77,0.32,59.95,0
98.68,6.68,5.36,72.78,0
65.42,10.0,5.45,49.92,0
78.67,5.08,2.29,100.0,0
60.6,6.16,1.58,81.05,0
89.91,6.64,1.3,100.0,0
67.37,7.32,1.62,82.47,0
100.0,6.77,1.0,92.54,0
81.01,2.03,3.02,73.6,0
93.31,7.84,1.36,73.68,0
70.22,4.74,2.65,66.22,0
84.37,4.8,6.45,100.0,1
79.74,5.65,1.84,87.96,0
75.54,6.82,0.23,100.0,0
77.59,6.01,1.39,49.6,0
51.91,4.74,2.11,19.54,1
92.09,5.17,0.52,81.1,0
73.04,6.34,3.65,52.69,1
75.4,4.36,0.04,52.49,0
45.25,2.31,0.09,100.0,0
57.81,9.33,1.1,85.17,0
76.85,5.7,5.96,69.77,0
90.5,10.0,2.01,79.13,0
100.0,5.33,1.22,61.47,0
100.0,6.41,0.65,16.7,0
79.16,5.7,0.85,79.87,0
87.24,4.7,0.13,69.52,0
57.67,7.2,1.41,100.0,1
62.4,7.2,1.69,100.0,0
46.41,8.15,1.41,88.52,0
83.35,6.66,0.34,81.3,0
55.34,4.48,4.73,56.06,0
80.23,5.84,2.05,77.44,0
100.0,5.36,1.08,85.85,0
56.26,3.84,0.84,41.34,0
69.04,7.74,0.41,82.46,0
70.52,6.08,1.56,59.69,1
73.3,3.84,2.15,100.0,0
50.13,4.39,1.06,59.56,0
68.62,4.67,2.68,85.47,0
68.14,4.95,2.58,46.89,0
97.35,7.5,0.86,40.5,0
99.49,5.73,2.46,56.56,0
100.0,4.95,0.16,23.68,0
59.34,4.58,0.24,37.06,1
73.44,8.39,1.0,81.5,1
43.43,8.43,2.96,48.23,0
46.2,6.09,2.46,45.26,0
88.82,3.52,0.26,100.0,0
88.0,5.39,0.54,52.04,1
56.31,7.92,0.39,100.0,0
24.12,4.48,0.53,67.51,0
89.33,7.35,0.02,68.04,0
71.18,3.18,0.87,95.12,0
57.42,6.34,10.0,100.0,1
88.56,6.65,0.36,50.31,0
77.67,2.7,1.04,83.59,1
73.72,3.06,1.09,92.53,0
53.38,7.58,1.53,77.18,0
61.64,8.97,2.37,74.01,0
61.31,7.12,4.11,10.2,0
90.97,6.03,0.04,89.1,0
100.0,3.14,1.24,88.07,0
63.93,4.04,3.31,84.42,0
76.86,7.85,2.15,100.0,0
72.5,5.42,3.84,72.75,1
87.49,8.79,1.26,37.63,0
37.2,9.2,0.73,100.0,0
92.55,4.91,1.52,65.37,0
59.28,8.77,5.57,21.12,0
84.48,7.32,1.03,41.75,1
77.02,6.12,1.55,74.59,0
100.0,5.94,1.24,81.48,0
72.04,9.92,1.21,81.46,1
100.0,7.18,1.94,89.97,0
84.74,8.65,1.03,100.0,0
57.49,3.98,5.34,38.75,1
59.09,7.84,4.18,94.85,0
74.21,5.05,0.63,87.21,0
86.45,7.41,2.48,100.0,0
90.1,5.3,6.0,100.0,0
86.62,10.0,4.27,52.54,0
92.83,7.39,0.3,78.35,0
60.84,7.3,2.2,65.46,0
58.64,6.28,4.45,100.0,0
98.84,9.17,4.63,30.39,0
51.66,8.91,1.26,84.83,0
31.6,4.59,0.55,48.75,0
54.39,6.91,0.87,100.0,0
53.66,6.97,0.09,100.0,0
59.73,3.03,0.35,48.4,1
67.59,6.04,1.1,75.72,0
86.43,9.28,0.91,83.94,0
100.0,5.99,1.37,21.37,0
100.0,5.07,4.15,62.77,0
49.23,4.36,2.59,62.81,0
56.31,8.89,1.99,100.0,0
50.68,6.01,0.77,100.0,1
88.54,8.72,2.63,83.92,0
81.35,6.42,1.68,53.77,0
70.42,7.35,0.95,38.25,0
61.53,4.66,0.24,100.0,0
83.68,3.48,1.64,88.79,0
94.37,6.25,1.95,67.36,0
82.88,9.96,3.08,48.79,0
100.0,7.88,0.79,56.38,0
56.3,9.36,2.23,76.54,0
100.0,6.3,2.97,53.11,0
100.0,7.64,0.77,77.74,0
69.96,6.02,0.76,26.46,0
69.29,5.4,2.16,73.41,0
63.94,5.53,0.14,59.3,1
95.93,4.98,0.73,28.7,0
76.54,7.89,3.1,74.8,0
55.0,7.33,1.07,100.0,0
57.15,7.37,0.85,68.71,0
62.97,6.64,7.32,65.8,0
32.56,4.87,1.24,81.77,0
89.73,9.16,0.42,73.54,0
76.14,10.0,2.6,24.11,0
72.97,8.78,0.48,48.57,0
95.5,7.91,0.55,48.53,0
96.59,7.88,1.39,45.65,0
64.94,3.96,1.57,53.69,1
75.61,9.66,3.85,89.92,0
56.78,4.67,4.4,74.3,0
50.57,6.53,0.27,50.23,0
52.09,4.02,3.66,100.0,1
100.0,8.42,2.09,71.03,0
77.99,9.69,0.03,92.49,0
54.93,6.28,1.85,32.75,0
80.24,6.58,1.78,99.57,0
73.44,6.73,3.56,49.55,0
54.04,7.9,1.0,27.95,1
90.5,8.22,0.02,100.0,0
67.3,9.37,0.33,51.94,0
48.11,5.99,1.2,75.11,0
63.86,5.22,2.17,68.39,0
84.31,8.93,0.29,99.32,0
69.54,4.82,0.56,100.0,0
92.5,6.21,1.72,29.56,0
37.4,9.27,9.35,78.28,1
48.23,6.18,0.73,63.62,1
75.56,4.13,2.08,94.95,0
82.76,4.92,0.93,54.45,1
80.45,9.55,1.55,65.62,0
93.54,6.32,4.74,59.01,0
47.26,5.41,0.84,64.79,0
73.1,6.96,4.65,53.37,0
68.98,6.73,0.5,20.41,0
50.16,6.58,4.5,95.72,0
74.96,7.61,1.91,100.0,0
97.5,6.11,0.1,0.0,1
100.0,8.19,5.45,85.52,0
55.47,5.82,4.26,90.69,1
51.13,6.55,0.8,80.45,0
96.06,8.71,1.23,59.86,0
61.77,7.19,3.53,52.68,0
98.66,8.11,0.42,58.35,0
88.32,8.14,5.19,43.23,0
56.27,6.72,2.06,97.43,0
91.19,6.62,0.47,32.04,0
72.42,10.0,4.88,37.9,0
55.01,10.0,1.33,64.68,0
83.3,6.95,0.72,91.91,0
100.0,8.19,1.31,79.36,0
73.89,9.32,0.96,69.05,0
51.91,6.55,2.35,39.58,0
88.69,7.82,1.95,82.07,0
72.31,7.71,1.5,72.78,0
73.28,7.03,9.48,99.07,0
85.61,6.51,5.88,95.42,0
90.6,9.43,0.19,52.64,0
89.55,2.38,2.45,74.17,1
95.55,5.92,0.8,91.89,0
66.02,8.31,2.42,66.92,0
100.0,6.19,2.41,75.28,0
72.45,6.13,1.4,86.68,0
72.68,8.46,0.65,65.0,0
98.88,3.99,10.0,82.84,0
39.14,7.44,0.29,52.23,0
87.3,3.31,2.16,23.46,0
85.93,9.0,0.83,90.63,0
88.93,8.09,1.7,97.53,0
87.86,7.68,3.45,35.41,0
85.21,7.14,2.1,69.24,0
89.6,8.21,6.87,75.02,0
75.21,7.35,3.55,24.59,0
83.92,8.84,6.42,65.83,0
70.78,5.77,0.27,61.91,0
66.31,3.07,4.58,95.59,1
91.19,7.09,1.53,85.35,0
86.35,6.24,0.57,74.15,0
81.8,7.41,1.99,66.25,0
64.18,7.4,7.47,52.74,0
62.01,6.73,0.32,51.24,0
67.2,6.4,0.85,56.29,0
100.0,4.03,0.81,82.75,0
76.64,6.59,0.2,61.04,0
37.93,7.28,2.2,94.91,1
31.13,5.8,1.35,69.05,0
100.0,6.01,3.03,28.5,0
100.0,8.53,1.35,97.6,0
74.71,6.83,0.14,63.0,0
100.0,4.92,1.36,72.06,0
74.98,8.15,2.47,87.51,0
100.0,5.38,0.2,85.72,0
87.2,9.78,1.39,77.79,0
71.87,8.28,3.37,96.38,0
82.72,4.65,0.42,40.15,1
46.37,10.0,1.39,90.25,0
92.03,5.87,2.07,44.87,1
72.25,6.74,0.94,100.0,0
70.74,4.31,0.2,66.41,0
98.74,6.68,0.12,51.32,0
65.74,8.97,0.46,61.75,0
58.83,7.31,0.31,90.5,0
66.34,3.6,0.26,87.1,0
54.05,7.76,1.93,72.35,0
50.29,4.12,1.02,83.93,1
54.92,5.43,1.43,41.71,0
42.23,3.2,0.76,74.85,0
79.42,7.91,3.71,66.97,1
55.8,6.05,0.36,20.65,0
100.0,4.63,5.54,70.54,0
86.3,5.52,5.15,49.82,0
88.29,8.05,0.07,60.33,0
43.12,7.55,2.17,48.07,0
41.06,8.58,1.23,47.03,1
75.27,10.0,0.97,14.26,0
39.9,5.94,0.4,99.77,0
88.98,6.81,1.18,87.1,0
45.62,8.4,1.92,85.03,1
62.99,4.73,4.42,100.0,0
56.85,4.41,0.44,61.23,0
100.0,2.92,0.26,84.81,1
84.03,7.03,0.54,36.74,0
61.66,6.57,2.51,100.0,0
81.12,9.09,0.42,99.56,0
40.54,7.12,2.3,81.86,0
100.0,5.68,6.12,68.97,0
49.21,7.97,1.42,100.0,0
58.2,5.48,1.4,37.2,0
52.51,5.51,0.81,100.0,0
52.32,6.66,4.92,75.19,1
99.91,7.43,1.05,60.02,0
93.98,5.74,0.08,62.97,0
90.23,8.97,2.92,76.58,1
53.82,2.14,5.09,55.47,1
84.29,6.33,1.83,100.0,0
49.2,7.83,4.14,92.81,0
84.85,7.41,6.05,69.8,0
93.73,5.56,2.87,91.99,0
57.31,5.53,4.52,99.94,0
61.77,4.22,0.96,69.81,0
68.2,6.35,0.51,50.24,0
92.13,6.89,2.33,70.26,0
63.98,10.0,3.74,98.62,0
85.71,4.3,0.45,100.0,0
71.51,5.05,3.45,82.02,0
62.86,5.98,0.12,81.37,0
52.06,3.44,6.35,67.65,1
99.3,4.65,2.46,100.0,0
94.97,4.68,1.78,97.05,0
83.17,0.63,1.07,93.64,0
80.66,4.58,10.0,100.0,0
49.9,3.57,2.58,100.0,0
60.4,8.27,0.32,71.69,0
62.4,6.69,1.43,84.47,0
85.44,5.94,0.41,82.97,0
13.11,5.61,0.02,18.63,0
62.58,2.67,1.21,62.33,0
87.72,7.19,1.44,40.58,0
67.14,3.5,5.27,35.36,1
100.0,3.65,1.16,100.0,0
67.79,6.06,0.82,88.68,0
65.89,7.97,4.33,30.59,0
67.17,4.72,0.77,60.54,0
59.62,4.63,7.14,71.16,0
63.63,8.43,1.03,80.72,0
100.0,4.62,0.36,100.0,0
78.42,6.77,6.98,79.71,1
98.15,8.8,3.73,88.13,0
39.11,4.26,2.68,86.21,1
76.91,8.06,3.13,54.3,0
75.36,5.2,1.31,49.08,0
77.54,8.01,0.22,81.24,0
81.17,7.43,1.82,88.49,0
66.32,6.89,2.73,39.36,0
68.7,5.79,0.8,63.06,0
78.39,4.95,1.32,100.0,0
59.62,6.73,0.86,88.57,0
77.02,9.81,0.18,88.42,0
100.0,7.37,2.79,63.11,0
69.15,2.52,10.0,100.0,0
100.0,7.34,10.0,89.55,0
92.0,9.78,0.11,100.0,0
44.03,8.05,3.19,85.47,0
92.44,5.29,0.41,48.15,0
96.67,9.15,1.07,5.45,0
68.64,5.97,1.04,51.56,0
44.11,10.0,2.34,77.47,0
71.72,2.72,2.35,75.43,0
97.06,6.19,4.07,81.57,0
100.0,9.1,1.29,68.75,0
82.76,8.14,2.18,37.46,0
82.16,10.0,0.04,87.36,0
75.14,4.65,1.22,99.15,0
72.94,5.46,2.53,84.26,0
87.12,3.55,2.31,18.65,0
73.89,7.23,0.99,49.96,0
59.32,5.79,1.26,74.84,0
17.87,5.92,0.63,52.09,0
89.33,8.81,1.38,63.37,0
74.86,1.53,1.5,97.71,1
39.09,4.04,1.54,94.44,0
81.02,7.65,7.08,78.92,0
77.15,5.28,8.21,35.59,0
48.1,8.67,2.51,44.99,0
58.13,6.05,2.87,91.89,0
78.59,10.0,0.99,19.24,0
79.61,4.95,0.64,70.94,0
60.16,6.25,4.48,47.33,0
60.65,6.49,1.87,85.14,0
67.26,8.28,5.86,69.37,0
91.03,5.01,1.97,71.21,0
68.87,7.67,1.56,96.73,0
97.84,5.44,1.38,85.72,0
100.0,5.74,0.61,82.25,0
64.09,8.06,1.57,71.0,0
75.53,6.88,2.98,80.78,1
57.51,3.35,0.55,71.26,0
94.73,8.33,5.42,88.66,0
100.0,7.72,1.94,57.95,0
42.74,5.61,0.38,61.13,0
90.58,8.29,0.38,87.04,0
84.49,9.6,3.81,54.49,0
57.71,8.34,1.98,63.89,0
38.37,5.11,2.45,77.95,1
81.09,5.35,0.9,41.53,0
69.37,7.91,0.88,100.0,0
85.96,6.73,0.61,92.69,0
91.32,7.8,0.57,91.6,0
82.12,6.61,3.46,100.0,0
73.67,3.99,1.25,85.63,0
55.5,7.05,10.0,80.83,1
100.0,7.18,0.43,85.4,0
79.3,5.75,0.64,100.0,0
79.2,9.15,4.07,82.79,1
72.57,4.78,4.41,99.59,0
89.74,5.9,1.11,53.37,0
100.0,7.37,0.19,93.47,0
73.23,6.09,1.17,83.54,0
100.0,4.05,1.32,78.8,0
66.07,6.34,0.29,41.73,0
46.27,7.6,0.79,41.13,0
28.67,7.75,0.32,75.07,0
59.95,9.45,0.15,78.16,0
87.84,4.98,2.47,62.42,0
55.18,5.29,1.45,80.15,1
64.4,5.69,4.88,52.58,1
91.52,7.99,5.05,27.2,0
100.0,3.38,1.09,67.36,0
74.36,9.36,0.36,100.0,0
76.42,10.0,0.55,33.48,0
61.63,10.0,2.45,91.61,0
96.99,10.0,1.09,84.53,0
52.8,4.49,1.97,81.93,1
100.0,6.49,1.67,26.43,0
70.64,5.21,2.38,100.0,0
66.21,6.9,0.67,39.19,1
66.91,6.15,0.16,51.99,0
95.37,5.31,0.38,100.0,0
89.32,6.84,0.52,95.68,0
47.91,8.0,0.42,100.0,0
92.48,3.43,5.83,97.17,0
68.1,3.07,3.29,99.69,0
68.09,4.41,0.28,45.8,0
87.56,7.02,7.17,30.25,0
89.55,4.57,0.08,73.32,0
52.12,9.45,3.28,45.94,0
69.37,1.6,0.32,59.9,1
94.2,9.85,0.43,51.81,0
100.0,5.12,1.16,83.72,0
85.23,8.64,1.1,76.49,0
94.42,5.48,2.93,57.31,0
85.17,9.19,0.56,30.67,0
97.42,5.74,0.96,57.14,0
61.81,6.85,5.92,77.3,1
76.35,8.73,5.24,27.32,1
56.27,3.12,3.46,52.66,1
93.86,5.6,0.06,76.86,0
60.84,5.12,3.97,62.72,0
84.73,7.7,3.36,91.98,0
84.72,4.9,1.55,57.9,0
77.2,5.58,2.53,38.97,0
65.05,8.38,0.58,87.59,0
75.7,6.81,1.39,90.6,0
61.92,5.76,2.85,100.0,1
99.4,7.89,0.89,55.92,0
76.1,5.5,6.98,52.43,0
35.56,8.85,0.24,71.12,0
49.02,4.8,1.84,100.0,0
53.61,4.12,9.15,79.48,0
72.24,6.51,0.94,64.95,0
36.27,3.01,1.63,97.28,1
80.21,9.04,0.71,46.48,0
76.4,6.41,1.71,86.73,1
70.79,4.57,3.65,100.0,0
77.27,6.98,1.1,89.84,0
61.57,9.84,0.51,88.18,0
50.15,7.56,3.16,47.82,0
97.38,10.0,5.22,100.0,0
71.47,8.09,1.26,78.56,0
91.94,5.47,0.36,47.02,0
88.54,4.34,0.19,70.74,0
100.0,8.78,1.96,44.51,0
53.95,2.33,1.48,61.52,0
84.85,5.89,1.32,62.16,0
100.0,5.96,1.76,38.28,0
73.95,8.81,3.63,41.85,0
61.48,7.93,7.21,100.0,0
67.96,6.36,1.85,56.27,0
74.52,5.02,1.11,93.01,0
61.79,4.94,0.39,98.57,1
86.59,5.97,6.95,23.41,0
82.32,5.49,3.42,28.85,0
47.84,5.76,1.1,56.39,0
63.92,6.86,6.69,71.57,0
58.93,10.0,0.09,19.18,0
100.0,4.76,0.21,71.37,0
100.0,10.0,2.28,39.75,0
58.93,7.51,0.03,85.4,0
88.36,8.69,1.38,90.58,0
52.11,5.14,1.2,61.95,1
75.97,8.78,1.53,69.25,0
72.23,1.37,6.75,71.71,1
100.0,4.84,0.03,76.22,0
75.22,1.93,4.71,37.9,1
51.89,1.36,1.38,76.24,1
67.92,6.33,5.35,91.87,0
69.07,4.51,7.1,92.28,0
50.97,3.83,0.11,65.35,0
71.68,5.78,0.02,93.1,0
50.25,5.43,2.55,61.75,0
61.35,5.47,2.65,33.0,0
72.83,8.56,1.96,52.82,0
43.0,7.91,3.77,60.38,0
65.27,6.3,0.64,56.44,0
78.63,2.96,1.42,93.11,0
82.99,6.2,3.73,33.69,0
75.76,6.79,4.27,46.77,0
69.38,9.5,1.51,72.96,0
88.96,0.99,0.2,57.82,0
72.04,9.28,3.69,78.47,0
58.87,8.02,8.37,86.05,0
23.65,3.66,0.82,10.22,0
58.44,5.12,4.04,100.0,0
55.83,5.35,1.03,94.02,0
95.33,4.76,1.41,76.71,0
80.79,8.78,0.95,68.41,0
49.65,5.16,5.36,81.8,1
57.08,7.04,3.7,100.0,0
85.36,5.15,2.34,70.16,0
83.49,5.86,0.11,83.35,0
93.17,7.92,5.43,100.0,0
94.77,6.63,0.01,77.81,0
80.13,7.92,1.3,64.82,0
83.39,4.9,1.3,62.35,0
75.7,8.74,1.93,86.37,0
76.96,8.56,9.29,45.84,0
50.65,3.92,2.86,57.67,0
63.7,7.76,1.52,51.63,0
70.92,7.93,1.45,95.63,0
66.75,3.05,1.12,100.0,0
78.08,5.12,0.03,82.23,0
95.32,3.57,2.87,95.93,1
79.51,6.14,1.02,82.33,0
71.96,7.0,0.56,70.51,0
78.13,4.19,2.48,85.63,0
81.74,5.25,9.85,100.0,0
84.08,9.93,0.51,73.67,0
85.95,6.04,4.37,58.1,1
98.7,10.0,2.01,62.96,0
79.2,5.24,3.38,87.91,0
56.91,8.37,9.93,56.65,0
85.64,8.93,1.47,66.26,0
73.42,6.66,5.83,89.94,0
72.11,10.0,1.97,83.04,0
82.04,6.07,0.7,49.87,0
55.17,4.74,5.06,60.75,1
78.74,9.06,2.21,100.0,1
74.03,5.49,0.33,56.52,0
100.0,5.73,1.31,75.65,0
83.29,4.48,1.02,54.47,0
59.91,7.24,5.76,100.0,0
85.81,5.63,3.41,100.0,0
52.68,8.72,3.72,49.65,0
87.81,5.06,0.55,86.0,0
62.95,9.26,2.8,32.79,0
100.0,4.33,1.6,71.56,0
62.23,2.78,1.27,50.23,0
100.0,8.67,0.87,93.78,0
73.88,6.31,0.04,88.7,0
91.74,6.24,3.13,81.83,0
73.0,8.67,2.2,43.97,0
92.47,6.37,0.02,100.0,0
72.62,5.21,1.75,76.9,1
92.29,6.65,0.03,54.54,1
100.0,5.82,0.66,38.67,0
100.0,6.64,3.57,59.06,0
88.77,4.84,5.93,69.13,0
57.35,7.6,7.16,42.31,0
79.55,4.32,1.85,47.27,1
83.33,6.89,2.32,43.08,0
100.0,7.61,10.0,74.05,0
44.78,8.61,1.22,80.86,0
77.13,7.77,0.26,52.16,0
79.9,6.0,0.13,44.66,0
68.86,6.51,0.72,65.3,0
100.0,4.24,3.31,76.96,0
66.15,6.98,0.04,95.95,0
74.56,6.47,2.41,49.95,1
100.0,7.84,3.32,47.86,0
67.21,7.96,2.78,81.06,0
73.7,7.7,0.28,77.52,0
79.95,5.66,3.21,48.46,0
97.85,5.81,0.99,86.4,0
65.72,5.56,0.36,72.72,0
69.99,5.04,0.64,80.26,0
87.41,6.13,4.19,100.0,0
72.41,10.0,0.41,99.77,0
75.9,5.63,1.81,54.57,0
90.51,9.59,3.74,82.94,0
58.63,6.08,0.59,68.0,0
85.37,5.45,0.64,47.85,0
77.22,1.25,3.37,82.53,1
69.29,6.95,0.27,96.11,0
100.0,9.5,2.81,54.56,0
57.27,5.75,0.76,77.99,0
84.95,6.57,4.67,92.83,0
60.22,5.01,2.17,100.0,0
47.56,6.79,2.0,100.0,1
96.29,7.4,10.0,75.14,1
83.58,6.86,0.48,53.75,0
61.93,6.22,4.16,21.97,1
67.36,2.9,0.82,100.0,0
80.19,2.79,3.67,100.0,0
90.34,9.07,5.14,83.0,0
100.0,10.0,0.98,32.44,0
81.43,7.15,0.33,81.77,0
65.86,7.02,1.5,80.9,0
89.61,5.94,0.79,92.82,1
77.36,4.42,3.13,68.21,0
84.12,5.39,0.71,77.19,0
30.4,5.97,0.79,78.14,0
55.69,5.32,1.29,74.73,0
36.67,6.43,4.7,92.46,0
81.9,4.64,2.17,91.41,0
83.35,9.46,0.6,100.0,0
80.93,6.69,1.61,19.74,0
47.39,6.03,0.18,84.1,0
64.21,6.78,2.7,78.03,0
92.62,8.67,0.61,62.91,0
64.53,7.96,4.32,97.01,0
66.46,4.3,1.83,34.54,0
71.16,6.2,1.72,74.52,0
52.78,5.81,0.39,73.29,0
100.0,6.2,2.59,98.62,0
92.52,7.65,1.57,86.28,0
43.16,7.4,1.16,54.03,0
68.02,8.57,2.76,62.79,0
81.48,4.51,1.87,66.7,0
65.85,6.81,7.82,54.13,1
58.1,6.8,5.32,41.15,1
100.0,9.04,1.75,79.9,0
96.07,10.0,2.13,80.06,0
100.0,6.41,0.75,100.0,0
62.08,8.55,0.88,47.1,0
79.72,8.8,2.01,81.32,0
92.44,6.6,3.73,93.0,0
69.98,6.23,0.02,34.32,0
75.63,6.63,0.17,99.14,0
69.53,6.84,1.34,53.64,0
84.47,5.29,0.12,43.26,0
100.0,5.44,2.21,19.62,0
73.66,4.83,2.99,73.73,0
64.71,4.42,0.53,72.54,0
77.41,6.93,0.67,39.46,0
94.25,6.58,0.85,100.0,0
69.1,7.73,1.25,78.85,0
61.91,7.76,0.67,0.0,0
35.32,7.55,0.39,56.97,1
89.14,7.0,2.46,69.6,0
37.52,10.0,0.81,40.42,0
96.58,2.18,0.69,46.78,0
76.59,5.29,2.78,57.25,1
83.7,6.24,1.0,15.58,0
65.32,9.28,1.36,59.0,0
82.12,6.53,1.48,86.47,0
100.0,9.17,1.55,53.58,0
67.82,5.34,3.62,72.2,0
79.08,7.36,1.07,35.39,1
58.16,5.61,0.5,66.61,0
57.31,6.8,1.81,56.36,0
80.23,2.49,2.16,49.17,1
54.8,3.68,10.0,49.92,1
22.06,5.77,3.52,23.76,1
70.05,8.71,2.2,71.17,0
44.16,8.27,2.71,72.88,1
98.22,9.72,1.45,70.98,0
54.48,6.55,1.27,79.35,0
56.54,6.36,1.26,76.02,0
100.0,8.88,5.11,44.95,0
100.0,8.52,3.98,80.08,0
45.74,6.99,3.94,100.0,0
52.64,4.93,0.84,79.69,1
64.06,10.0,2.63,72.47,0
82.17,5.68,1.23,74.88,0
38.83,6.22,2.52,96.7,0
57.28,6.46,2.75,83.87,0
76.73,7.99,1.94,87.86,0
90.88,6.93,1.75,99.04,0
72.44,4.98,0.55,99.3,0
100.0,6.04,4.98,42.41,0
91.48,7.11,0.45,63.14,0
100.0,9.47,0.69,39.51,0
52.65,9.6,1.07,39.53,0
97.24,8.21,3.02,100.0,1
85.76,8.93,1.29,88.03,0
87.24,9.93,0.08,95.97,0
85.8,6.35,0.63,57.2,0
62.45,8.36,0.2,100.0,0
100.0,8.21,8.51,72.93,0
67.51,4.31,1.76,90.66,1
100.0,5.48,0.31,62.33,0
71.29,3.37,4.95,36.0,1
72.28,8.07,1.77,14.57,0
97.68,8.44,0.64,81.56,0
65.09,4.79,3.94,60.53,1
98.38,6.14,0.82,76.39,0
52.13,4.94,1.96,91.55,0
22.12,7.25,3.11,29.57,0
100.0,9.84,1.89,45.87,1
82.83,5.19,0.17,55.13,0
54.44,7.46,0.93,67.5,0
68.94,7.82,6.57,80.64,1
89.11,7.96,0.17,6.99,0
71.73,4.87,0.94,36.62,0
84.2,4.36,5.04,22.47,0
48.6,4.59,1.84,63.89,1
100.0,5.04,1.7,100.0,0
74.36,4.35,1.48,58.24,0
36.91,7.21,1.34,85.44,1
32.8,5.93,2.71,62.27,1
90.63,6.25,2.36,51.94,0
57.67,4.98,2.15,63.36,0
